product_id,product_name,category,subcategory,formality,season,materials,size,color,brand_tier,price,stock,release_date
219,Zara Jeans,Pants,Jeans,Athletic,Summer,"Spandex, Satin",S,Lime,Fast Fashion,115.59,5,2023-11-24
220,Diesel Jacket,Outerwear,Jacket,Party,Winter,Polyester,L,Olive,Premium,468.21,0,2024-04-09
221,Uniqlo Cocktail,Dresses,Cocktail,Beach,Summer,Satin,S,Yellow,Fast Fashion,79.55,3,2023-03-12
222,Mango Blazer,Outerwear,Blazer,Party,Fall,Spandex,M,Aqua,Fast Fashion,31.85,0,2023-06-26
223,Mango Windbreaker,Outerwear,Windbreaker,Office,Spring,"Spandex, Linen, Nylon",S,Silver,Fast Fashion,35.79,2,2022-06-28
224,Calvin Klein Oxford,Shirts,Oxford,Casual,Fall,"Linen, Cotton",L,Gray,Premium,421.55,0,2024-12-06
225,Tommy Hilfiger Blazer,Outerwear,Blazer,Office,Summer,Chiffon,M,Teal,Premium,283.34,0,2022-06-27
226,Gap T-Shirt,Shirts,T-Shirt,Casual,Summer,Cotton,M,Black,Fast Fashion,82.38,0,2024-02-01
227,Balenciaga Wedding,Dresses,Wedding,Party,Fall,"Chiffon, Silk",M,Lime,Luxury,2290.3,8,2024-05-02
228,Uniqlo Leggings,Pants,Leggings,Casual,Summer,"Denim, Wool",L,Gray,Fast Fashion,78.1,32,2023-06-18
229,Zara T-Shirt,Shirts,T-Shirt,Athletic,Fall,"Leather, Cashmere",M,Black,Fast Fashion,79.18,66,2022-02-23
230,Mango Oxford,Shirts,Oxford,Formal,Winter,Silk,S,Aqua,Fast Fashion,29.45,50,2024-08-30
231,Gap Maxi,Dresses,Maxi,Athletic,Spring,"Velvet, Tweed",S,Black,Fast Fashion,49.31,46,2023-04-23
232,Calvin Klein Blazer,Outerwear,Blazer,Beach,Fall,"Polyester, Wool",S,Fuchsia,Premium,299.89,0,2024-01-30
233,Diesel Blouse,Shirts,Blouse,Party,Spring,Polyester,XS,Maroon,Premium,393.78,3,2022-01-17
234,Uniqlo Polo,Shirts,Polo,Beach,Winter,Cashmere,XL,White,Fast Fashion,80.68,56,2022-04-19
235,Uniqlo Jeans,Pants,Jeans,Athletic,Summer,Cashmere,S,Gray,Fast Fashion,58.98,25,2023-08-10
236,Mango T-Shirt,Shirts,T-Shirt,Party,Summer,"Linen, Polyester",M,White,Fast Fashion,51.14,26,2024-02-08
237,Gap Jacket,Outerwear,Jacket,Party,Spring,Satin,XL,Purple,Fast Fashion,25.48,42,2023-01-07
238,Tommy Hilfiger Oxford,Shirts,Oxford,Formal,Summer,Silk,S,Maroon,Premium,425.86,0,2023-04-20
239,Mango Midi,Dresses,Midi,Beach,Fall,"Satin, Chiffon",S,Purple,Fast Fashion,53.79,65,2024-02-15
240,Uniqlo Parka,Outerwear,Parka,Athletic,Spring,Leather,M,Gray,Fast Fashion,104.85,24,2023-08-07
241,Uniqlo Cocktail,Dresses,Cocktail,Office,All-Season,"Satin, Chiffon, Silk",L,Navy,Fast Fashion,18.34,37,2024-03-16
242,Tommy Hilfiger Jacket,Outerwear,Jacket,Party,All-Season,"Linen, Tweed",L,Blue,Premium,120.87,0,2023-06-19
243,Mango Oxford,Shirts,Oxford,Formal,Summer,"Cotton, Linen",L,Black,Fast Fashion,59.55,75,2024-03-20
244,Louis Vuitton Jacket,Outerwear,Jacket,Formal,Summer,"Cashmere, Satin",S,Fuchsia,Luxury,1503.98,0,2022-12-05
245,Tommy Hilfiger Blazer,Outerwear,Blazer,Office,Summer,Spandex,S,Lime,Premium,148.62,0,2022-06-09
246,Gap Blazer,Outerwear,Blazer,Athletic,Summer,"Polyester, Leather, Wool",S,Navy,Fast Fashion,103.14,0,2022-07-29
247,Zara Oxford,Shirts,Oxford,Casual,Summer,"Spandex, Satin",S,Black,Fast Fashion,17.72,19,2023-01-21
248,Tommy Hilfiger Cocktail,Dresses,Cocktail,Party,Summer,"Satin, Chiffon",S,Olive,Premium,165.17,0,2023-02-19
249,Levi's T-Shirt,Shirts,T-Shirt,Party,Fall,Wool,XL,Lime,Premium,396.94,0,2023-09-09
250,Gap Jacket,Outerwear,Jacket,Beach,Fall,Rayon,M,Green,Fast Fashion,90.53,73,2023-05-08
251,Uniqlo Jacket,Outerwear,Jacket,Beach,Summer,Spandex,XL,Olive,Fast Fashion,90.58,9,2024-10-21
252,Zara Dress Shirt,Shirts,Dress Shirt,Formal,Spring,Chiffon,XL,Green,Fast Fashion,46.62,57,2023-11-09
253,H&M Coat,Outerwear,Coat,Beach,Fall,Polyester,M,Black,Fast Fashion,96.93,40,2022-12-14
254,Balenciaga Oxford,Shirts,Oxford,Beach,Fall,Velvet,M,Purple,Luxury,2093.66,0,2023-07-03
255,Gap Blouse,Shirts,Blouse,Casual,Spring,Cotton,M,White,Fast Fashion,89.06,52,2024-06-20
256,Boss Blouse,Shirts,Blouse,Office,All-Season,"Cotton, Linen, Polyester",M,White,Premium,344.37,0,2024-10-25
257,Gap Cocktail,Dresses,Cocktail,Beach,Winter,"Silk, Chiffon",M,Olive,Fast Fashion,109.31,0,2023-08-26
258,Mango Cargo,Pants,Cargo,Athletic,Fall,"Nylon, Satin",S,Maroon,Fast Fashion,105.81,64,2023-02-20
259,Zara Mini,Dresses,Mini,Formal,Summer,Chiffon,L,Silver,Fast Fashion,60.49,28,2024-07-08
260,Gap Midi,Dresses,Midi,Formal,Spring,Linen,M,Green,Fast Fashion,98.58,20,2022-07-20
261,Levi's Parka,Outerwear,Parka,Formal,Winter,Linen,L,Aqua,Premium,378.77,0,2023-10-20
262,Boss Oxford,Shirts,Oxford,Party,Spring,Linen,S,Navy,Premium,264.18,0,2023-08-30
263,Uniqlo Coat,Outerwear,Coat,Office,Summer,"Satin, Denim",S,Olive,Fast Fashion,58.66,28,2022-06-16
264,Uniqlo Jacket,Outerwear,Jacket,Beach,All-Season,"Polyester, Wool, Leather",M,Olive,Fast Fashion,33.55,84,2024-02-08
265,Uniqlo Midi,Dresses,Midi,Party,Winter,"Silk, Satin",L,Blue,Fast Fashion,84.08,5,2024-01-01
266,Gap Midi,Dresses,Midi,Beach,Winter,Satin,S,Olive,Fast Fashion,79.37,57,2024-02-20
267,Boss Slacks,Pants,Slacks,Beach,Summer,"Leather, Rayon, Velvet",M,Teal,Premium,387.22,8,2022-03-26
268,Versace Midi,Dresses,Midi,Office,Summer,"Satin, Chiffon",L,Black,Luxury,1448.76,2,2023-11-09
269,Boss Polo,Shirts,Polo,Party,Winter,"Linen, Polyester",L,Aqua,Premium,245.89,0,2023-06-13
270,Balenciaga T-Shirt,Shirts,T-Shirt,Party,Summer,Polyester,XS,Olive,Luxury,2618.44,3,2023-12-12
271,Gucci T-Shirt,Shirts,T-Shirt,Athletic,Fall,Cotton,S,Yellow,Luxury,1371.99,0,2024-11-21
272,Zara Windbreaker,Outerwear,Windbreaker,Beach,All-Season,"Tweed, Rayon",L,Silver,Fast Fashion,96.73,60,2024-08-02
273,Gap T-Shirt,Shirts,T-Shirt,Office,Fall,"Polyester, Cotton, Linen",XL,Green,Fast Fashion,19.54,65,2024-02-05
274,Gap Wedding,Dresses,Wedding,Formal,All-Season,Silk,S,Gray,Fast Fashion,76.29,0,2022-02-26
275,Zara Blazer,Outerwear,Blazer,Formal,All-Season,"Rayon, Nylon",S,White,Fast Fashion,103.5,11,2023-03-21
276,Zara Wedding,Dresses,Wedding,Formal,Summer,Rayon,L,Navy,Fast Fashion,85.75,10,2022-05-19
277,Mango Coat,Outerwear,Coat,Casual,Fall,"Leather, Wool",L,Fuchsia,Fast Fashion,73.89,46,2024-06-08
278,Calvin Klein Slacks,Pants,Slacks,Beach,Fall,"Cotton, Denim",L,Silver,Premium,264.2,12,2023-12-13
279,H&M Mini,Dresses,Mini,Formal,Spring,Silk,L,Fuchsia,Fast Fashion,56.81,50,2022-02-17
280,H&M Dress Shirt,Shirts,Dress Shirt,Party,Fall,"Polyester, Linen",L,White,Fast Fashion,87.55,24,2022-03-17
281,Diesel Chinos,Pants,Chinos,Casual,Summer,"Polyester, Tweed",M,Gray,Premium,446.21,0,2022-02-12
282,Balenciaga Maxi,Dresses,Maxi,Office,Summer,"Chiffon, Satin, Silk",M,Aqua,Luxury,2718.86,0,2022-04-02
283,Zara Cocktail,Dresses,Cocktail,Party,Fall,"Satin, Silk",M,Lime,Fast Fashion,63.17,32,2024-05-27
284,Mango Windbreaker,Outerwear,Windbreaker,Casual,Winter,"Satin, Silk",L,Navy,Fast Fashion,31.49,22,2022-09-11
285,Mango Blazer,Outerwear,Blazer,Beach,Spring,"Polyester, Wool",M,Blue,Fast Fashion,115.65,85,2023-07-16
286,Mango Slacks,Pants,Slacks,Beach,Winter,Wool,M,Fuchsia,Fast Fashion,25.33,77,2023-08-14
287,Calvin Klein Slacks,Pants,Slacks,Casual,Spring,"Denim, Wool, Cotton",M,Olive,Premium,251.49,3,2024-05-20
288,Tommy Hilfiger Wedding,Dresses,Wedding,Formal,Spring,"Silk, Chiffon",M,Yellow,Premium,165.45,0,2022-10-08
289,Mango Polo,Shirts,Polo,Athletic,Summer,"Cotton, Linen",XS,Silver,Fast Fashion,94.62,37,2024-09-17
290,Tommy Hilfiger Wedding,Dresses,Wedding,Beach,Winter,"Satin, Silk",L,Aqua,Premium,365.1,0,2023-06-13
291,Tommy Hilfiger Oxford,Shirts,Oxford,Athletic,All-Season,Linen,M,Silver,Premium,179.42,0,2023-12-28
292,Levi's T-Shirt,Shirts,T-Shirt,Party,Summer,"Chiffon, Wool",S,Teal,Premium,464.31,0,2024-02-02
293,Gap Cocktail,Dresses,Cocktail,Athletic,Winter,Silk,L,Lime,Fast Fashion,99.55,8,2024-04-01
294,Gap Parka,Outerwear,Parka,Casual,Winter,Leather,XS,Yellow,Fast Fashion,113.6,50,2024-12-26
295,Diesel Wedding,Dresses,Wedding,Athletic,Spring,Satin,S,Maroon,Premium,231.79,0,2023-03-26
296,Levi's Cocktail,Dresses,Cocktail,Party,Spring,"Silk, Chiffon",M,Yellow,Premium,402.11,0,2022-05-21
297,Gap Polo,Shirts,Polo,Office,All-Season,Cotton,M,Yellow,Fast Fashion,120.89,90,2023-11-19
298,Calvin Klein Midi,Dresses,Midi,Party,Spring,Cashmere,XL,Blue,Premium,99.07,0,2022-09-30
299,Louis Vuitton T-Shirt,Shirts,T-Shirt,Athletic,Summer,Cotton,S,Green,Luxury,1753.82,0,2024-11-17
300,Gap Parka,Outerwear,Parka,Athletic,Summer,"Cotton, Cashmere",L,Blue,Fast Fashion,81.43,26,2024-05-27
301,Tommy Hilfiger Leggings,Pants,Leggings,Formal,Fall,"Wool, Cotton, Denim",S,Black,Premium,323.18,0,2023-09-15
302,Gap Mini,Dresses,Mini,Formal,Winter,Satin,M,Teal,Fast Fashion,23.6,55,2024-10-11
303,H&M Windbreaker,Outerwear,Windbreaker,Casual,Fall,Leather,M,Navy,Fast Fashion,110.29,64,2024-09-11
304,Levi's Windbreaker,Outerwear,Windbreaker,Office,Winter,Polyester,XL,Blue,Premium,137.23,0,2023-02-09
305,Versace Parka,Outerwear,Parka,Athletic,Fall,"Silk, Nylon",M,Black,Luxury,721.88,3,2022-12-24
306,Uniqlo Dress Shirt,Shirts,Dress Shirt,Formal,Spring,Polyester,S,White,Fast Fashion,65.9,46,2022-12-03
307,Uniqlo Cocktail,Dresses,Cocktail,Party,Fall,Silk,M,Olive,Fast Fashion,44.28,2,2023-08-13
308,Uniqlo Coat,Outerwear,Coat,Formal,Spring,"Leather, Polyester",XS,Silver,Fast Fashion,110.09,0,2022-01-03
309,Gap Slacks,Pants,Slacks,Athletic,Summer,"Satin, Polyester",S,Silver,Fast Fashion,59.77,54,2023-10-11
310,Mango Cocktail,Dresses,Cocktail,Formal,Summer,Tweed,XS,Green,Fast Fashion,31.43,51,2023-06-21
311,Zara Slacks,Pants,Slacks,Formal,Spring,Cotton,S,Aqua,Fast Fashion,62.33,56,2023-04-21
312,Calvin Klein Slacks,Pants,Slacks,Beach,Winter,"Tweed, Rayon",S,Silver,Premium,102.3,0,2023-09-20
313,Prada Midi,Dresses,Midi,Office,Fall,Leather,S,Green,Luxury,732.9,1,2023-09-15
314,Boss Coat,Outerwear,Coat,Athletic,Winter,"Leather, Polyester, Wool",M,Blue,Premium,190.59,0,2022-03-22
315,Mango Jeans,Pants,Jeans,Office,Summer,Cotton,XS,Teal,Fast Fashion,75.63,73,2024-01-27
316,Uniqlo Slacks,Pants,Slacks,Beach,Spring,Cotton,S,Purple,Fast Fashion,87.45,23,2023-08-07
317,Mango Wedding,Dresses,Wedding,Formal,Spring,Silk,S,Fuchsia,Fast Fashion,49.62,49,2022-11-23
318,Uniqlo Windbreaker,Outerwear,Windbreaker,Office,Spring,Polyester,M,Black,Fast Fashion,76.48,13,2022-03-06
319,Boss Blouse,Shirts,Blouse,Party,Fall,"Linen, Polyester",M,Silver,Premium,278.31,0,2023-04-05
320,Levi's Midi,Dresses,Midi,Party,Winter,Silk,S,Maroon,Premium,414.69,0,2024-05-02
321,Calvin Klein Polo,Shirts,Polo,Casual,Winter,Polyester,L,White,Premium,222.47,0,2022-10-12
322,Versace Jeans,Pants,Jeans,Athletic,Winter,"Leather, Chiffon",S,Purple,Luxury,2716.74,0,2023-01-20
323,Calvin Klein Dress Shirt,Shirts,Dress Shirt,Casual,Spring,Velvet,M,Gray,Premium,133.05,0,2024-07-12
324,Diesel Slacks,Pants,Slacks,Beach,Summer,"Rayon, Tweed",S,Gray,Premium,425.01,6,2024-12-29
325,H&M Blouse,Shirts,Blouse,Casual,All-Season,"Velvet, Wool",S,Aqua,Fast Fashion,55.68,33,2024-02-17
326,Balenciaga Cargo,Pants,Cargo,Athletic,Spring,Denim,M,Yellow,Luxury,2162.1,0,2023-11-18
327,Gap Wedding,Dresses,Wedding,Office,All-Season,"Silk, Satin, Chiffon",S,Black,Fast Fashion,37.75,20,2024-10-06
328,Uniqlo Polo,Shirts,Polo,Casual,Summer,"Nylon, Cashmere",XL,Fuchsia,Fast Fashion,36.59,29,2024-02-06
329,Louis Vuitton Leggings,Pants,Leggings,Athletic,Summer,"Wool, Cotton",S,Green,Luxury,1334.95,0,2024-08-02
330,Levi's Dress Shirt,Shirts,Dress Shirt,Party,Winter,Tweed,XL,Green,Premium,156.6,0,2022-10-14
331,Gap Blouse,Shirts,Blouse,Party,Summer,Polyester,L,Maroon,Fast Fashion,54.58,50,2023-03-20
332,Prada Slacks,Pants,Slacks,Beach,All-Season,"Cotton, Wool",S,Black,Luxury,2588.36,0,2023-03-09
333,Boss Cocktail,Dresses,Cocktail,Office,All-Season,"Chiffon, Satin",L,White,Premium,486.02,0,2023-04-18
334,Diesel Blazer,Outerwear,Blazer,Party,Fall,"Polyester, Leather, Wool",S,White,Premium,445.84,0,2024-07-06
335,Uniqlo Oxford,Shirts,Oxford,Casual,Winter,"Cotton, Polyester",M,Silver,Fast Fashion,66.66,53,2024-07-03
336,Uniqlo Maxi,Dresses,Maxi,Casual,Fall,"Chiffon, Silk",M,Olive,Fast Fashion,99.72,54,2024-06-29
337,Prada Wedding,Dresses,Wedding,Office,Winter,Denim,S,Olive,Luxury,2289.14,7,2022-11-18
338,Boss Dress Shirt,Shirts,Dress Shirt,Athletic,Summer,"Polyester, Linen",S,Olive,Premium,295.54,0,2023-05-05
339,Zara Dress Shirt,Shirts,Dress Shirt,Beach,Spring,"Polyester, Linen, Cotton",L,Yellow,Fast Fashion,103.31,62,2024-04-05
340,Uniqlo Dress Shirt,Shirts,Dress Shirt,Beach,Winter,"Cotton, Linen",L,Gray,Fast Fashion,21.66,19,2023-08-31
341,Tommy Hilfiger Cocktail,Dresses,Cocktail,Office,Summer,"Linen, Leather",M,Olive,Premium,185.72,0,2023-09-04
342,H&M Cocktail,Dresses,Cocktail,Beach,Summer,Silk,L,Blue,Fast Fashion,87.15,7,2024-10-17
343,Prada Chinos,Pants,Chinos,Athletic,Summer,"Polyester, Rayon",S,Green,Luxury,1000.93,1,2024-02-28
344,Gap Midi,Dresses,Midi,Formal,Summer,Velvet,XS,White,Fast Fashion,25.47,0,2022-04-29
345,H&M Maxi,Dresses,Maxi,Formal,Fall,"Chiffon, Silk, Satin",S,Teal,Fast Fashion,41.88,20,2024-11-22
346,Tommy Hilfiger Chinos,Pants,Chinos,Athletic,Winter,"Denim, Wool, Cotton",M,Teal,Premium,346.44,0,2024-05-23
347,Gap Polo,Shirts,Polo,Athletic,Spring,Polyester,S,Yellow,Fast Fashion,66.8,0,2022-04-06
348,H&M Dress Shirt,Shirts,Dress Shirt,Casual,Fall,Polyester,M,Teal,Fast Fashion,22.07,42,2024-10-23
349,Calvin Klein Cocktail,Dresses,Cocktail,Athletic,Fall,Nylon,M,Navy,Premium,390.19,6,2024-11-02
350,H&M Blazer,Outerwear,Blazer,Casual,Summer,Wool,M,Maroon,Fast Fashion,104.25,76,2023-10-20
351,Zara Cargo,Pants,Cargo,Athletic,Summer,Linen,S,Olive,Fast Fashion,69.73,82,2022-08-24
352,Boss Parka,Outerwear,Parka,Beach,Fall,"Wool, Leather, Polyester",M,Purple,Premium,391.77,0,2024-04-07
353,Uniqlo Parka,Outerwear,Parka,Party,All-Season,"Wool, Leather",M,Gray,Fast Fashion,17.74,39,2023-07-12
354,Louis Vuitton Cocktail,Dresses,Cocktail,Formal,Winter,"Chiffon, Silk",L,Navy,Luxury,2679.51,0,2023-11-15
355,Uniqlo Polo,Shirts,Polo,Office,Fall,Linen,S,Silver,Fast Fashion,39.73,31,2022-08-11
356,Zara Maxi,Dresses,Maxi,Athletic,Summer,"Silk, Satin, Chiffon",L,Purple,Fast Fashion,40.96,56,2023-07-31
357,Balenciaga Polo,Shirts,Polo,Formal,Summer,"Linen, Polyester, Cotton",L,Blue,Luxury,1869.1,6,2024-12-21
358,Zara T-Shirt,Shirts,T-Shirt,Athletic,Winter,"Cashmere, Silk",M,Yellow,Fast Fashion,41.96,42,2023-02-19
359,Tommy Hilfiger Blouse,Shirts,Blouse,Casual,Summer,Cotton,XS,Olive,Premium,281.63,0,2024-12-13
360,Boss Polo,Shirts,Polo,Formal,Summer,Spandex,L,Blue,Premium,93.57,0,2023-06-22
361,Gap T-Shirt,Shirts,T-Shirt,Office,Spring,Cotton,L,Green,Fast Fashion,77.35,71,2022-04-25
362,Diesel Wedding,Dresses,Wedding,Beach,Summer,"Satin, Chiffon",XS,Navy,Premium,122.39,3,2023-12-15
363,Gap Mini,Dresses,Mini,Office,Fall,"Rayon, Wool",M,White,Fast Fashion,26.44,30,2023-02-09
364,Levi's Blazer,Outerwear,Blazer,Office,Fall,"Polyester, Wool",S,Green,Premium,342.65,0,2023-07-09
365,Calvin Klein Cocktail,Dresses,Cocktail,Casual,Spring,Satin,L,Lime,Premium,235.58,0,2023-09-09
366,Gap Mini,Dresses,Mini,Formal,Fall,"Chiffon, Silk",M,White,Fast Fashion,103.96,18,2022-06-28
367,H&M Polo,Shirts,Polo,Athletic,Summer,Polyester,XL,White,Fast Fashion,28.98,12,2022-09-23
368,Calvin Klein Dress Shirt,Shirts,Dress Shirt,Casual,Summer,"Linen, Cotton, Polyester",L,Teal,Premium,260.6,0,2023-04-28
369,Uniqlo Blouse,Shirts,Blouse,Athletic,Winter,"Cotton, Polyester, Linen",M,Teal,Fast Fashion,78.3,72,2024-04-09
370,Uniqlo Jeans,Pants,Jeans,Athletic,Winter,"Wool, Denim, Cotton",L,Olive,Fast Fashion,19.63,22,2023-12-29
371,Mango Wedding,Dresses,Wedding,Party,Spring,Denim,XS,Aqua,Fast Fashion,92.54,27,2024-01-20
372,Uniqlo Coat,Outerwear,Coat,Beach,Winter,"Wool, Leather",XL,Gray,Fast Fashion,51.81,12,2022-02-09
373,H&M Polo,Shirts,Polo,Athletic,All-Season,Linen,S,White,Fast Fashion,107.21,25,2023-03-28
374,Uniqlo Wedding,Dresses,Wedding,Formal,Summer,"Tweed, Cashmere, Spandex",S,Fuchsia,Fast Fashion,115.64,14,2023-12-10
375,H&M Blouse,Shirts,Blouse,Office,Fall,Cotton,S,Fuchsia,Fast Fashion,71.85,49,2023-08-05
376,Uniqlo Dress Shirt,Shirts,Dress Shirt,Party,Summer,Polyester,S,Purple,Fast Fashion,108.79,64,2023-04-18
377,Uniqlo Oxford,Shirts,Oxford,Formal,Fall,"Cotton, Linen, Polyester",M,Aqua,Fast Fashion,111.08,52,2023-08-15
378,Boss Jacket,Outerwear,Jacket,Party,Summer,Polyester,S,Teal,Premium,148.42,0,2024-10-29
379,Diesel Polo,Shirts,Polo,Casual,Fall,Polyester,S,Navy,Premium,338.5,0,2023-06-12
380,Gucci Blouse,Shirts,Blouse,Casual,Spring,Linen,XL,Gray,Luxury,484.74,0,2024-07-20
381,Mango Midi,Dresses,Midi,Formal,Fall,"Chiffon, Silk",M,Black,Fast Fashion,70.06,0,2022-06-21
382,Calvin Klein Coat,Outerwear,Coat,Athletic,Summer,"Leather, Polyester, Wool",M,Green,Premium,194.56,0,2023-11-11
383,Diesel Cocktail,Dresses,Cocktail,Party,Summer,"Satin, Silk",M,Purple,Premium,206.95,2,2023-07-26
384,Calvin Klein T-Shirt,Shirts,T-Shirt,Casual,Spring,"Spandex, Wool",S,Gray,Premium,241.66,0,2023-02-01
385,H&M Leggings,Pants,Leggings,Beach,All-Season,Denim,XL,Teal,Fast Fashion,82.58,85,2024-04-10
386,H&M Midi,Dresses,Midi,Office,Fall,"Satin, Silk",S,Navy,Fast Fashion,100.86,38,2022-11-05
387,Louis Vuitton Polo,Shirts,Polo,Athletic,Winter,Wool,XS,Black,Luxury,731.61,0,2022-06-07
388,Calvin Klein Midi,Dresses,Midi,Formal,Winter,"Chiffon, Silk, Satin",S,Navy,Premium,331.97,0,2023-12-03
389,Calvin Klein Cargo,Pants,Cargo,Office,Spring,Cotton,S,Teal,Premium,400.39,1,2024-06-09
390,Prada Maxi,Dresses,Maxi,Office,Summer,Satin,L,Navy,Luxury,1088.46,0,2024-02-22
391,Boss Polo,Shirts,Polo,Party,Spring,"Polyester, Cotton",S,Aqua,Premium,355.06,0,2022-12-03
392,Zara Leggings,Pants,Leggings,Athletic,Spring,"Wool, Cotton",L,Olive,Fast Fashion,105.63,52,2024-09-01
393,Tommy Hilfiger Parka,Outerwear,Parka,Beach,Winter,"Rayon, Spandex, Satin",S,Gray,Premium,286.85,0,2024-07-16
394,Uniqlo T-Shirt,Shirts,T-Shirt,Casual,Winter,"Chiffon, Rayon",XL,Lime,Fast Fashion,111.78,75,2022-12-09
395,Diesel Midi,Dresses,Midi,Beach,Summer,"Satin, Chiffon, Silk",S,Purple,Premium,234.15,0,2022-01-23
396,Uniqlo Parka,Outerwear,Parka,Beach,Summer,Silk,M,White,Fast Fashion,71.68,41,2024-01-28
397,Calvin Klein Slacks,Pants,Slacks,Formal,Winter,Denim,L,Olive,Premium,492.16,0,2023-07-09
398,Gap Parka,Outerwear,Parka,Formal,Summer,"Cashmere, Nylon, Rayon",XS,White,Fast Fashion,72.05,64,2023-02-18
399,Gap Wedding,Dresses,Wedding,Office,Fall,"Leather, Denim",L,Green,Fast Fashion,119.2,16,2024-05-10
400,Diesel Dress Shirt,Shirts,Dress Shirt,Beach,Summer,"Cotton, Polyester, Linen",XS,Purple,Premium,391.25,0,2022-07-28
401,Versace Blazer,Outerwear,Blazer,Formal,Winter,"Denim, Cashmere",M,Navy,Luxury,2671.94,0,2022-01-29
402,Uniqlo T-Shirt,Shirts,T-Shirt,Athletic,Summer,Cotton,M,Aqua,Fast Fashion,47.84,74,2023-09-22
403,Versace T-Shirt,Shirts,T-Shirt,Beach,Spring,Cotton,XS,Teal,Luxury,1773.39,0,2023-12-05
404,Uniqlo Chinos,Pants,Chinos,Party,Winter,"Satin, Spandex",M,Green,Fast Fashion,88.21,25,2024-03-03
405,Gap Slacks,Pants,Slacks,Office,Winter,Wool,XS,Fuchsia,Fast Fashion,112.72,74,2022-09-19
406,Uniqlo Mini,Dresses,Mini,Formal,Summer,Linen,S,Olive,Fast Fashion,99.59,43,2023-03-23
407,Mango Cargo,Pants,Cargo,Athletic,All-Season,Nylon,XS,Purple,Fast Fashion,41.53,0,2024-05-02
408,Calvin Klein Chinos,Pants,Chinos,Office,Winter,Wool,XS,White,Premium,135.64,0,2024-07-03
409,Versace Blouse,Shirts,Blouse,Athletic,Summer,"Linen, Polyester",M,Maroon,Luxury,1611.06,0,2022-05-23
410,Boss Blouse,Shirts,Blouse,Party,Winter,"Cotton, Linen, Polyester",M,Black,Premium,292.73,0,2023-03-17
411,Mango Blouse,Shirts,Blouse,Party,Winter,Velvet,M,Maroon,Fast Fashion,28.97,68,2022-03-20
412,Uniqlo Chinos,Pants,Chinos,Office,Summer,Wool,L,Maroon,Fast Fashion,45.87,53,2024-04-11
413,H&M Blazer,Outerwear,Blazer,Casual,Fall,"Leather, Polyester",M,Olive,Fast Fashion,111.09,61,2023-12-29
414,H&M Windbreaker,Outerwear,Windbreaker,Beach,All-Season,"Polyester, Wool",M,Navy,Fast Fashion,22.88,48,2022-09-19
415,Mango Oxford,Shirts,Oxford,Casual,All-Season,"Wool, Rayon",M,Aqua,Fast Fashion,119.52,79,2022-12-24
416,Calvin Klein Parka,Outerwear,Parka,Formal,Winter,"Leather, Wool",S,Silver,Premium,129.15,0,2023-03-23
417,Gucci Leggings,Pants,Leggings,Office,Summer,"Wool, Cotton",S,White,Luxury,441.46,4,2023-04-27
418,Gap Blazer,Outerwear,Blazer,Beach,Spring,Cotton,L,Blue,Fast Fashion,36.29,33,2024-07-14
419,H&M Windbreaker,Outerwear,Windbreaker,Casual,Fall,"Velvet, Rayon",L,Lime,Fast Fashion,111.1,83,2024-03-09
420,Levi's Polo,Shirts,Polo,Formal,Winter,"Polyester, Cotton",M,Teal,Premium,326.2,0,2022-07-13
421,Gap Cocktail,Dresses,Cocktail,Office,Winter,Silk,L,Gray,Fast Fashion,101.31,76,2022-03-30
422,Mango Coat,Outerwear,Coat,Athletic,Fall,"Polyester, Leather, Wool",M,Black,Fast Fashion,19.26,33,2024-01-02
423,Louis Vuitton Leggings,Pants,Leggings,Party,Summer,"Linen, Rayon",S,Olive,Luxury,2997.82,0,2023-05-09
424,Mango Blouse,Shirts,Blouse,Formal,Summer,"Cotton, Polyester",S,Blue,Fast Fashion,111.2,52,2024-10-10
425,Uniqlo Mini,Dresses,Mini,Casual,Spring,"Cotton, Wool",XS,Fuchsia,Fast Fashion,45.2,15,2022-10-03
426,Gap Midi,Dresses,Midi,Office,Fall,"Chiffon, Satin, Silk",XS,Lime,Fast Fashion,107.61,5,2024-08-28
427,Boss Midi,Dresses,Midi,Party,Summer,"Silk, Chiffon",S,Aqua,Premium,226.61,4,2022-12-22
428,Diesel Coat,Outerwear,Coat,Formal,Summer,Wool,M,White,Premium,396.63,13,2024-07-09
429,Uniqlo Coat,Outerwear,Coat,Athletic,Spring,"Polyester, Leather",M,Silver,Fast Fashion,32.45,68,2024-06-07
430,Tommy Hilfiger Jeans,Pants,Jeans,Formal,All-Season,"Cotton, Wool",M,Navy,Premium,145.29,2,2022-10-04
431,Tommy Hilfiger Midi,Dresses,Midi,Athletic,Summer,Satin,L,Lime,Premium,188.3,14,2024-05-27
432,Levi's Leggings,Pants,Leggings,Party,Spring,"Cotton, Wool",L,Maroon,Premium,287.51,0,2022-10-23
433,Mango Chinos,Pants,Chinos,Party,Fall,Tweed,S,Blue,Fast Fashion,73.51,78,2024-03-11
434,Gap Jeans,Pants,Jeans,Office,Summer,"Denim, Cotton, Wool",XL,Maroon,Fast Fashion,21.02,0,2024-12-12
435,Uniqlo Leggings,Pants,Leggings,Formal,All-Season,"Wool, Cotton, Denim",M,Lime,Fast Fashion,20.13,74,2023-08-11
